cx_q2,Question Placement,Web,Dealership
"Sales Rep Andrew Gaudette, not pushy, just wanted to help get me all info possible about the vehicle.",End of Survey,FALSE,TRUE
Polite and helpful. No hi pressure salespitch,Begin of Survey,FALSE,TRUE
Information provided on Used cars on the lot i  might be interested in buying.,End of Survey,FALSE,FALSE
Great.,End of Survey,FALSE,FALSE
Timely,End of Survey,FALSE,FALSE
For all the aforementioned reasons...particularly the lack of responsiveness of the salesman.,End of Survey,FALSE,TRUE
The online navigation was simple and effective.,End of Survey,TRUE,FALSE
Response was completed quickly and with courtesy.,Begin of Survey,FALSE,TRUE
Because I had been to another dealer who was awful and this experience was the total opposite!  Outstanding service.,Begin of Survey,TRUE,TRUE
I was contacted at once. I would like to see a ranger b4 purchase! When will they be in your showroom.,Begin of Survey,FALSE,TRUE
I was able to look at the vehicles as I would like them,Begin of Survey,FALSE,FALSE
Haggle free experience,Begin of Survey,FALSE,FALSE
I received the information that I wanted in a timely manner. Just trying to decide if I can afford to pay any more than I do now.,End of Survey,FALSE,FALSE
The dealership was awful.,End of Survey,FALSE,TRUE
"Quick response and solid, honest answers to my questions. Shawn sounds like a good guy and I look forward to working with him further.",End of Survey,FALSE,TRUE
The dealer was trying to sell me a used 2018 ford raptor when my inquiry was about the 2019 ford raptor.,Begin of Survey,FALSE,TRUE
Very prompt internet responses as well as several follow-up phone calls after my initial request.,Begin of Survey,TRUE,TRUE
Excellent information on time.,End of Survey,FALSE,FALSE
They are personnall,End of Survey,FALSE,TRUE
"I want certain  features in my request. If I get the things I'm interested in, f-250 super cab,4x4 ,8ft bed,new XL. You know the  basic work truck, I'm in. I have not quit looking, does this survey your dealership has?",Begin of Survey,FALSE,TRUE
Due to being in another state the dealership was quick to put a potential deal together using the information and photos of my trade via email.  Although we weren?t able to come together on a deal I appreciate the effort they gave.,Begin of Survey,FALSE,TRUE
The dealer is not back to me,End of Survey,FALSE,TRUE
I am a Ford aficionado. We have four Ford trucks in operation. I wouldn?t think about buying a product from a different manufacturer.,End of Survey,FALSE,FALSE
"i was contacted immediately, and an appointment was set up to meet at the dealership with my trade and look at the vehicle i was interested in. i stopped by the dealer a few days early ""just to look"" and ended up driving away with my new truck, im very happy with the service provided by me salesman ""John Novak"" as well as susan with internet sales",Begin of Survey,TRUE,TRUE
No vehicle on site when I was told there was one waiting for me still  waiting to get my trade in price what a waste of my time and bad reputation for Ford,End of Survey,TRUE,TRUE
Because it was,End of Survey,FALSE,FALSE
i received the information that i was looking for.,End of Survey,FALSE,FALSE
I was taking excellent care of in the buying process.,Begin of Survey,FALSE,FALSE
"As I mentioned earlier, they could have taken things a step further to more quickly facilitate my purchase.  At this point, I'm likely to spend more time making a decision and driving back and forth to the dealership.",End of Survey,FALSE,TRUE
"Horrible service. The few emails I received were in broken English and completely irrelevant to the questions asked. If you want my business, do better.",End of Survey,FALSE,TRUE
"All info provided, continued followed existed to make sure I got what I requested.",End of Survey,FALSE,FALSE
I thought I was able to find a dealership that had a specific vehicle I was looking for not to be contacted by a dealership,End of Survey,FALSE,TRUE
"I was contacted shortly after the submission. Emails followed, and everyone was amazing to talk with.",Begin of Survey,FALSE,TRUE
Have done business with this dealetship and kerry kulp before pn several occassions and have always had a very pleasant experience as well as other family members wh purchased a vehicle,End of Survey,FALSE,FALSE
Good service,End of Survey,FALSE,FALSE
Marshall contacted me to find out what we were needing. He is currently working on a quote for us.,Begin of Survey,TRUE,TRUE
The rep was respectful and friendly.,Begin of Survey,FALSE,TRUE
it was poor,End of Survey,FALSE,FALSE
Recibi respuesta a todas mis preguntas satisfactoriamente.,End of Survey,FALSE,FALSE
Promptness thoroughness. Straightforward,Begin of Survey,FALSE,TRUE
Took a while for Tom to get back to me but he was very helpful,Begin of Survey,FALSE,FALSE
Super easy,End of Survey,FALSE,FALSE
"From the moment I put in my request, I was contacted immediately and all of my questions were answered and I was able to schedule a convenient time to come in and view the vehicles and made an educated purchase.  From start to finish the experience was excellent.",Begin of Survey,FALSE,TRUE
"Worked out so well, I bought the car.",Begin of Survey,FALSE,FALSE
"The pricing was fair and exactly what was quoted, we had excellent service, knowledgeable salesman.  Would purchase from him again.",Begin of Survey,TRUE,TRUE
I love the prompt communication.,End of Survey,FALSE,TRUE
"I did receive a response, but it was not very helpful and the incentives to buy ended before I had the opportunity to visit the dealership",End of Survey,FALSE,TRUE
There was a polite response in a timely manner. The representative was flexible in scheduling a time to talk.,Begin of Survey,FALSE,TRUE
No one ever contacted meU had exact truckBought a truck with sunroof which I didn?t want at Germain,Begin of Survey,FALSE,TRUE
Info provided as requested in timely manner,End of Survey,FALSE,FALSE
wantes prices upfront and they weren't online,Begin of Survey,TRUE,FALSE
Because i love ford,End of Survey,FALSE,FALSE
not enough information,End of Survey,FALSE,FALSE
Quick response and recognition.,Begin of Survey,FALSE,TRUE
Cloninger,End of Survey,FALSE,FALSE
very prompt reply,End of Survey,FALSE,TRUE
Did not respond with specific information relating to my build,End of Survey,FALSE,TRUE
ease of use,Begin of Survey,FALSE,FALSE
Quick and accurate,Begin of Survey,FALSE,FALSE
We asked for a E price but was told there is NO E pricing Your advertisement says there is ???????misleading ????,End of Survey,FALSE,TRUE
Easy to use web page.,Begin of Survey,TRUE,FALSE
I never got a answer on color i want price etc.,End of Survey,FALSE,FALSE
I want a fully  disclosed  price via email,End of Survey,FALSE,FALSE
"I purchased a Chevy Silverado LTZ Duramax 3500HD Crew Cab 4x4 for $61,800 instead of a Ford due to the Ford Dealer Games! That should sum up my answer for You!",End of Survey,FALSE,TRUE
I was contacted promptly but for some reason they had me as interested in a vehicle different than I actually want,Begin of Survey,FALSE,TRUE
It?s November 2018 and real confusion pre order of vehicle not til Jan 2019 and possible delivery of June 2019. Says I can pre order a lease and not sale ????? I?ve signed into Ford website months ago and was waiting to preorder. I?m in the market now. Also the Raptors are not even coming to North American market. Very disappointed in Ford to be honest with you. Bob,Begin of Survey,TRUE,FALSE
easy enough,End of Survey,FALSE,FALSE
Good response,Begin of Survey,FALSE,TRUE
"Repeating what I said before - required multiple emails to get answers to my questions, didn't listen when I said specifically I couldn't talk on the phone during the day, and felt pressured to buy a car that isn't even in stock.",End of Survey,FALSE,TRUE
"Dealer called, I was busy but we agreed on a call back next day.   The dealer did not call back the next day.   I am looking at other manufactures so i?m Not that worried about it.",End of Survey,FALSE,TRUE
N /A,Begin of Survey,FALSE,FALSE
Questions were answered,Begin of Survey,FALSE,TRUE
Fast response in all fields of communication,Begin of Survey,FALSE,TRUE
I have already done this...why do you ask again,End of Survey,FALSE,FALSE
Kirk. Contacted me with in a day and dropped off a pickup brochure and window sticker for one of the trucks they had on hand.,Begin of Survey,FALSE,TRUE
It was fast and friendly,End of Survey,FALSE,TRUE
Wade got back to me right away and was actually the first dealership representative to respond.,End of Survey,FALSE,TRUE
"the first sales person would not call me back, when i received a call from the customer care i told her about the issue and she gave my info to another sales associate who called me right away but failed to call back later. when i again called the manage the second sales associate contacted me, when he asked where i hoped to be as far as a payment i was told that wasnt possible. i told him i wanted to be close. he said he'd call me back. i told him i could do financing through my credit union if ford couldn't go long term. sales associate did not call me back, but sent me a text with monthly payment from credit union (not my credit union). I am currently looking at buying a dodge due to this experience.",End of Survey,FALSE,TRUE
knowledge & interest,Begin of Survey,FALSE,FALSE
"Positive response, with plenary of follow-up which was ultimately helpful (bought one of your cars).",Begin of Survey,FALSE,TRUE
Quick service,End of Survey,FALSE,FALSE
Website is easy to use. The staff at Anderson Ford concted me via email same day,Begin of Survey,TRUE,TRUE
They returned my inquiry but no price or product available,End of Survey,FALSE,FALSE
I received  no contact,End of Survey,FALSE,FALSE
At least I got a response.,End of Survey,FALSE,TRUE
the email was very good but as i said i receveid it too late we were already in the store,End of Survey,FALSE,FALSE
Because it wasn't bad.,End of Survey,FALSE,FALSE
7,End of Survey,FALSE,FALSE
Asked for a price and was given one,End of Survey,FALSE,FALSE
Quick response,Begin of Survey,FALSE,TRUE
Very fast responses and vehicle window sticker links plus links to vehicle and model information,End of Survey,FALSE,TRUE
no contact. Ignored,End of Survey,FALSE,FALSE
Again Customer Service for L.C. Ford Dealership,End of Survey,FALSE,TRUE
I was given an appointment to check out the f-150 I requested info on. When I got there I was told the truck was in transit when I parked in view of it. all this time it was under deposit. I drove over 200m and wasted an entire day to be lied to.,Begin of Survey,FALSE,TRUE
Contracted in under an hour,End of Survey,FALSE,FALSE
"They contacted me very quickly.  However, my husband and I decided to go another route.",Begin of Survey,FALSE,TRUE
"we have just started the conversation on a new vehicle,  this survey is a bit over the top from where I stand in my search process",End of Survey,TRUE,FALSE
Very detailed information,End of Survey,FALSE,FALSE
contacted me on the vehicle I inquired on,Begin of Survey,FALSE,TRUE
I have already explained.,End of Survey,FALSE,FALSE
Brad with Marshall has been a tremendous help. I have bought a truck from them before and received excellent service from them before.,End of Survey,FALSE,FALSE
