cx_q2,cx_flag,Question Placement,Web,Dealership
I was quickly answered and informed vehicles that were available,1,End of Survey,FALSE,TRUE
"Mynor and the sales manager Jay were professional, timely, and willing to earn my business and respect. They do their jobs with dignity with the customer as their top priority.",2,Begin of Survey,FALSE,TRUE
It was prompt and courteous,1,End of Survey,FALSE,TRUE
Prompt and friendly staff,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
It is a neutral response,2,Begin of Survey,FALSE,TRUE
"quick response, knowlegable dealer",1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
The replies to the request for information was a little overwhelming.,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
"Brandon, was friendly, knowledgeable, and not pushy.",1,End of Survey,FALSE,TRUE
sales rep called and answered all questions. Helpful but not pushy.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
That's about all I can say about it.,2,Begin of Survey,FALSE,FALSE
Liked the response I received.,1,End of Survey,FALSE,TRUE
I always receive great service when I deal with this dealership.,2,Begin of Survey,FALSE,TRUE
"Fierst I never heard from anyone, then I wanted to see prices and couldn't get them  without talking to someone. I went to Taylor Ford and spoke with Chris and the floor manager. They are going to get me the info when its available. If you advertise you will show prices, show them. Don't make anyone have to wait to speak with someone and waste their time.",1,End of Survey,FALSE,TRUE
Web site was easy to use,2,Begin of Survey,TRUE,FALSE
they responded as requested,1,End of Survey,FALSE,TRUE
I was contacted very quickly and an appointment was set up.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Only needed a price quote on custom build and a few questions answered.Also requested Brochures to be mailed to me but never received.,1,End of Survey,TRUE,TRUE
"Just entry level, need more time",1,End of Survey,FALSE,FALSE
Excellent is for excellence....above and beyond. Very good is for getting the job done and done right.,1,End of Survey,FALSE,FALSE
Stop,1,End of Survey,FALSE,FALSE
Easy to use - a slight issue trying to return to search results but overall very good - some cars viewed were already sold including the one I wanted so a bit disappointing,2,Begin of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
John Violette got back to me the next business day,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"Simple, easy to do.",2,Begin of Survey,FALSE,FALSE
Representative was very polite and answered all of my questions.. Also offered to look for other cars for me.,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Nothing special,2,Begin of Survey,FALSE,FALSE
"Because the online page suggested Ford could find the vehicle I was looking for.  After clicking on the button to proceed, I was sent to the dealership in my home town.  I already know they don't have the vehicle.",2,Begin of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
Quick,1,End of Survey,FALSE,FALSE
Got what I wanted,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
My online build via ford.com didn't seem to be seen by the dealership.,2,Begin of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
"I inquired for a specific model and engine combination in a specific price range, but did not receive relevent information.",2,Begin of Survey,FALSE,FALSE
"bcz, never heard from the dealer.",1,End of Survey,FALSE,TRUE
I was notified almost immediately.,2,Begin of Survey,FALSE,FALSE
Quick response and information provided quickly,1,End of Survey,FALSE,TRUE
Always helpful,2,Begin of Survey,FALSE,FALSE
Very quick and polite when responding,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
prompt response,2,Begin of Survey,FALSE,TRUE
"Got a verification email shortly after submission. My request was sent on a Sunday and the verification was received on a Sunday, normally not a work day.",2,Begin of Survey,FALSE,FALSE
"received a reply asking for the stock number which I was unaware I needed now I know. i bought my last 3 fords new at all different dealerships a 04 f150 from Ronnie Watkins, 08 fusion from carl Edwards and a 2014 fusion from gilbert baugh all in person now i feel sure that is the best avenue for me to pursue when i decide to purchase next vehicle weather i decide on ford or some other make.",2,Begin of Survey,FALSE,TRUE
"I have had several text messages regarding my interest, in a 2019 Mustang Bullitt. Six different dealership have responded. Communication has been very good. Also, most of the text messages have been followed up with a sales person's phone call.",2,Begin of Survey,FALSE,TRUE
Spoke with a sales person and was told they were going to talk to someone for additional information and then never heard from him again!,1,End of Survey,FALSE,TRUE
fast response,2,Begin of Survey,FALSE,TRUE
First of all.i dont see a previous button so it is pretty hard to use it. I was going to change it to pretty good because i would prefer the info about inventory and price before i have to give my personal.info so i can browse before making contact,1,End of Survey,TRUE,TRUE
great response time,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
"People, like my sales person, Kalyn, made all the difference, I trust a female, more than a man, when it comes to buying and selling. An attractive sales lady every time, will get me to purchase.",1,End of Survey,FALSE,TRUE
They were quick to get back with me and listen to what I had to say,2,Begin of Survey,FALSE,FALSE
A representative emailed a list of available vehicles and then contacted me first thing on Monday morning.  I told her which one I was interested in and drove to  the dealership and test drove it. I did not purchase because it had no sunroof.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
didn't want to give out contact information but was forced to,2,Begin of Survey,FALSE,FALSE
Cause it was,2,Begin of Survey,FALSE,FALSE
Gave me everything I needed and now we my have a vehicle I want to purchase. Just need to get paperwork done..,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
The site was well organized.  It was very user friendly. I also received quick responses.,2,Begin of Survey,TRUE,TRUE
no reply,1,End of Survey,FALSE,TRUE
It only ask what kind of car I was looking for then ask for my email I thought I would get some prices are the options to choose more than just a model,2,Begin of Survey,FALSE,FALSE
They contacted me right away.,2,Begin of Survey,FALSE,TRUE
"i asked the dealership via e-mail if a vehicle was available, but they didn't tell me. i found out on Monday it was sold.",2,Begin of Survey,FALSE,TRUE
"Sales person talked to me (the girl, that would be buying the car) and not to my husband.  Great!",2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Haven't received any information or quotes!,1,End of Survey,TRUE,FALSE
Because it was better than expected,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
see previous answers,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Nothing is perfect.,1,End of Survey,FALSE,FALSE
"fueron muy r?pidos , preocupados y exactos",1,End of Survey,FALSE,FALSE
Due to lack of information on this vehicle.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
easy to get information and quick response from the dealer and they were not pushy,1,End of Survey,FALSE,TRUE
Well I had a good experience with no problems. Would you rather I had said very poor why would you ask why I rate something the way I do it is  rhetorical,1,End of Survey,FALSE,FALSE
It was very easy,2,Begin of Survey,FALSE,FALSE
"Serg answered all of my questions, he was very thorough, and very helpful.",1,End of Survey,FALSE,TRUE
East to work,1,End of Survey,FALSE,FALSE
"quick responce , and follow up phone call",2,Begin of Survey,FALSE,TRUE
I received quick response.,2,Begin of Survey,FALSE,TRUE
I was contacted via text --which I requested.  I was going to test drive a Ford Edge either on Monday or Tuesday.  I test drove the other car I was considering on Monday and heard nothing back from Ford.  I bought my new car from another dealer on Friday.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I like Fords...would like it even better if the new Bronco was available,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Low balled me on my trade in 2017 f 250 king ranch 2.400 miles on it offer was 57000,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I received questions back asap,2,Begin of Survey,FALSE,TRUE
Quick response,2,Begin of Survey,FALSE,TRUE
Because it didn?t take a lot of my time,1,End of Survey,FALSE,FALSE
Contacted quickly,2,Begin of Survey,FALSE,TRUE
Quick response,2,Begin of Survey,FALSE,TRUE
good people to work with!,2,Begin of Survey,FALSE,TRUE
Great customer service,2,Begin of Survey,FALSE,FALSE
it was,1,End of Survey,FALSE,FALSE
Response to my inquiry was prompt,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Well it could have been better,1,End of Survey,FALSE,FALSE
My sales person was very knowledgeable and helpful before and after the sale I would and will definitely recommend her to potential new customers that I may meet,2,Begin of Survey,FALSE,TRUE
Simple and easy and no pushy ness towards any more than I wanted to know,1,End of Survey,FALSE,FALSE
Was meeting my expectations,1,End of Survey,FALSE,FALSE
The quick resonse online and the follow up call I received during normal business hours.,2,Begin of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Fast response from the Ted Britt team.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
call back quickly told us the car was still available,1,End of Survey,FALSE,TRUE
The Quality of People at Sterling,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"After I provided all credit info, id the stock number and what I wanted to pay, and supplied the loan terms I was interested in, it still took 48 hours to resolve.",1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Excellent response time and friendly employees.,1,End of Survey,FALSE,TRUE
Satisfied,1,End of Survey,FALSE,FALSE
Very nice. Very helpful,2,Begin of Survey,FALSE,FALSE
Good service,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"the agent was Prompt in response,  very professional and very informative,  but I am only at the stage of doing research for my next vehicle",1,End of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"As said before, got the answers, made the deal!!",1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Every question I asked was answered promptly and in detail.,2,Begin of Survey,FALSE,TRUE
Promptness,2,Begin of Survey,FALSE,TRUE
"She?s been polite and diligent, timely but respectful of my tine",2,Begin of Survey,FALSE,TRUE
Got the job done,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
"I was provided the information needed in a courteous, timely fashion.",2,Begin of Survey,FALSE,TRUE
Did not receive a follow up call to set appointment time the next day.  Ordered a 2019 Fusion Energi from other dealership on Tuesday 10-17.,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
I obtained the information needed to make a decision.,1,End of Survey,FALSE,FALSE
"Simple communication, not pushy tactics,that's the #1 reason to look elsewhere If I go Ford I'll be sure to mention the young lady who assisted me, She gets an A+!",1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
The online selection of options was less than clear.,2,Begin of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I got what I wanted quickly.,2,Begin of Survey,FALSE,FALSE
respuesta en general. no me convencio que quieren mi negocio,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Because it is a JOKE!,1,End of Survey,FALSE,FALSE
This was a deserved rating.,1,End of Survey,FALSE,FALSE
Just average,1,End of Survey,FALSE,FALSE
always good with Danvers Ford,1,End of Survey,FALSE,FALSE
so faronly got one email and send a response for a price quote .not a text or phone call . So far no response,2,Begin of Survey,TRUE,TRUE
I was able to quickly and easily see the features on the different trim levels and select what we wanted.,1,End of Survey,FALSE,FALSE
"Price, responsiveness",1,End of Survey,FALSE,TRUE
?,1,End of Survey,FALSE,FALSE
Received a response back quickly both from Lincoln and from the dealer.  My request was done over the weekend.  I had a personal response first thing Monday morning.,2,Begin of Survey,FALSE,TRUE
because it was,1,End of Survey,FALSE,FALSE
"There was an as that said ?what do dealers do with cars they cannot sell??Internet sale contacted me. I told them I don?t want any phone calls , just emails,",2,Begin of Survey,TRUE,TRUE
tough to give ex if so short but was satisfied,1,End of Survey,FALSE,FALSE
Marissa was very helpful and responsive,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Very friendly and helpful,1,End of Survey,FALSE,TRUE
Courteous and helpful....,1,End of Survey,FALSE,TRUE
The process was pne I would  repeat,1,End of Survey,FALSE,TRUE
No questions asked by dealer rep and no info provided.,1,End of Survey,FALSE,TRUE
